,pmid,aff,year,country,institution_type
615,22927436,"""Centro de Biolog\xc3\xada Molecular Severo Ochoa, Consejo Superior de Investigaciones Cient\xc3\xadficas (CSIC)/Universidad Aut\xc3\xb3noma de Madrid, 28049 Madrid, Spain.""",2012,Spain,university
616,22927436,"""Centro Nacional de Microbiolog\xc3\xada, Instituto de Salud Carlos III, 28220 Majadahonda, Madrid, Spain.""",2012,Spain,institute
617,21872626,"""Institute for Transfusion Medicine, Hannover Medical School, 30625 Hannover, Germany. bade-doeding.christina@mh-hannover.de""",2011,Germany,university
618,23042604,"""Department of Microbiology and Immunology, University of Illinois at Chicago, Chicago, Illinois USA.""",2012,United States,university
619,23155466,"""Department of Immunohematology and Blood Transfusion, Leiden University Medical Center, Leiden, The Netherlands.""",2012,Netherlands,university
620,23144892,"""Immunotope, Inc., Doylestown, PA, USA.""",2012,United States,private
621,22536994,"""Allogeneic Hematopoietic Cell Transplantation Laboratory, Department of Hematology, Rigshospitalet, Copenhagen, Denmark. bokokmortensen@hotmail.com""",2012,Denmark,hospital
622,9177355,"""Molecular Immunology Group, Nuffield Department of Clinical Medicine, Institute of Molecular Medicine, John Radcliffe Hospital, Oxford, UK.""",1997,United Kingdom,hospital
623,8624811,"""Nuffield Department of Clinical Medicine, Institute of Molecular Medicine, John Radcliffe Hospital, Oxford, United Kingdom.""",1996,United Kingdom,hospital
624,23161907,"""Medical Research Council Human Immunology Unit, Weatherall Institute of Molecular Medicine, John Radcliffe Hospital,  University of Oxford, Oxford OX3 9DS,  United Kingdom.""",2012,United Kingdom,hospital
625,22936177,"""Department of Immunobiology, King\xe2\x80\x99s College London, London, United Kingdom.""",2013,United Kingdom,university
626,23255554,"""Institute of Infection and Immunity, Cardiff University School of Medicine, Cardiff, United Kingdom.""",2013,United Kingdom,university
627,23121866,"""Department of Microbiology and Immunology, Wenzhou Medical College, Wenzhou, China.""",2012,China,university
628,22020283,"""Department of Biochemistry and Molecular Biology, School of Biomedical Sciences, Monash University, Clayton, Victoria 3800, Australia.""",2011,Australia,university
629,15583017,"""Human Immunology Unit, Medical Research Council, Weatherall Institute of Molecular Medicine, John Radcliffe Hospital, Oxford OX3 9DS, England, UK.""",2004,United Kingdom,hospital
630,23236061,"""Center for AIDS Research, Kumamoto University, Chuo-ku, Kumamoto, Japan.""",2013,Japan,university
631,10975842,"""Division of Structural Biology, Wellcome Trust Centre for Human Genetics, University of Oxford, Headington, Oxford, United Kingdom. kmaenaka@lab.nig.ac.uk""",2000,United Kingdom,university
632,23246542,"""Endocrinology Division, Linyi People&#x27;s Hospital, Linyi 276000, China. shufali@163.com""",2013,China,hospital
633,19698083,"""Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, IN 46556, USA.""",2009,United States,university
634,23521884,"""Institute of Infection and Immunity, Cardiff University School of Medicine, Heath Park, Cardiff CF14 4XN, Wales, UK.""",2013,United Kingdom,university
635,22019736,"""Department of Chemistry and Biochemistry, University of Notre Dame, Notre Dame, IN 46556, USA.""",2011,United States,university
636,23527138,"""Department of Biological Science and Border Biomedical Research Center, The University of Texas at El Paso, El Paso, Texas, United States of America.""",2013,United States,university
637,10601290,"""Department of Microbiology, the University of North Carolina, Chapel Hill, North Carolina 27599, USA.""",1999,United States,university
638,8976183,"""Laboratory of Molecular Biophysics, Oxford, United Kingdom. SCOTT@BIOP.OX.AC.UK""",1996,United Kingdom,private
639,23430249,"""Centro Nacional de Microbiolog\xc3\xada, Instituto de Salud Carlos III, 28220 Majadahonda (Madrid), Spain.""",2013,Spain,institute
640,23566939,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing, China.""",2013,China,institute
641,23569211,"""Department of Biochemistry and Molecular Biology, School of Biomedical Sciences, Monash University, Clayton 3800, Australia.""",2013,Australia,university
642,23698002,"""Cardiff University School of Medicine, Heath Park, Cardiff CF14 4XN, United Kingdom.""",2013,United Kingdom,university
643,23678186,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences (CAS), Beijing, China.""",2013,China,institute
644,23543059,"""Department of Pathology, Microbiology and Immunology, Vanderbilt University School of Medicine, Nashville, Tennessee 37232, USA.""",2013,United States,university
645,23762485,"""Department of Microbiology and Immunology, University of Oklahoma Health Sciences Center, Oklahoma City, Oklahoma, United States of America.""",2013,United States,university
646,16951352,"""Medical Research Council Human Immunology Unit, Weatherall Institute of Molecular Medicine, John Radcliffe Hospital, Headington, Oxford, United Kingdom. ggilesp@hammer.imm.ox.ac.uk""",2006,United Kingdom,hospital
647,23749632,"""Centre for Immunotherapy and Vaccine Development, Queensland Institute of Medical Research, Brisbane, Queensland 4029, Australia.""",2013,Australia,institute
648,23805144,"""Cardiff University School of Medicine, Heath Park , Cardiff , UK.""",2013,United Kingdom,university
649,23776170,"""INSERM U1016, Institut Cochin, Equipe Immunologie du Diab\xc3\xa8te, H\xc3\xb4pital Saint-Vincent-de-Paul, 75674 Paris, Cedex 14, France.""",2013,France,institute
650,1448153,"""Department of Biochemistry and Molecular Biology, Harvard University, Cambridge, Massachusetts 02138.""",1992,United States,university
651,16702212,"""Department of Biochemistry and Molecular Biophysics, Columbia University, New York, NY 10032, USA.""",2006,United States,university
652,16388312,"""Medical Research Council Human Immunology Unit, Weatherall Institute of Molecular Medicine, John Radcliffe Hospital, Oxford OX3 9AD, UK. aiversen@hammer.imm.ox.ac.uk""",2006,United Kingdom,hospital
653,16081817,"""Division of Structural Biology, Wellcome Trust Centre for Human Genetics, University of Oxford, Oxford, United Kingdom.""",2005,United Kingdom,university
654,23748502,"""Agency for Science, Technology and Research, Singapore Immunology Network, Singapore. evan_newell@immunol.a-star.edu.sg""",2013,Singapore,private
655,23867464,"""From the Centro de Biolog\xc3\xada Molecular Severo Ochoa, Consejo Superior de Investigaciones Cient\xc3\xadficas and Universidad Aut\xc3\xb3noma, Madrid, Spain and.""",2013,Spain,university
656,23867464,"""the Faculty of Biology, Technion-Israel Institute of Technology, Haifa 32000, Israel.""",2013,Israel,institute
657,23867464,"""From the Centro de Biolog\xc3\xada Molecular Severo Ochoa, Consejo Superior de Investigaciones Cient\xc3\xadficas and Universidad Aut\xc3\xb3noma, Madrid, Spain and. Electronic address: aldecastro@cbm.uam.es.""",2013,Spain,university
658,23555576,"""Department of Microbiology, Tumor and Cell Biology, Karolinska Institute, Stockholm, Sweden.""",2013,Sweden,university
659,19412183,"""Institute of Immunology, University of Mainz, Mainz, Germany.""",2009,Germany,university
660,23911395,"""Department of Hematology and Oncology, Nagoya University Graduate School of Medicine, Nagoya, Japan; Research Fellow of Japan Society for the Promotion of Science, Japan.""",2013,Japan,university
661,23280567,"""Department of Microbiology, National University of Singapore, Singapore.""",2013,Singapore,university
662,24058176,"""Immunology Programme, Department of Microbiology, National University of Singapore, Singapore 117456;""",2013,Singapore,university
663,24130917,"""Department of Infectious Disease and Microbiology, University of Pittsburgh, Pittsburgh, Pennsylvania, United States of America ; Center for Vaccine Research, University of Pittsburgh, Pittsburgh, Pennsylvania, United States of America.""",2013,United States,university
664,24101547,"""Laboratory of Cellular and Molecular Immunology, Gavin Herbert Eye Institute, University of California Irvine School of Medicine, Irvine, CA 92697;""",2013,Canada,university
665,24192765,"""Division of Infectious Diseases, Advanced Clinical Research Center, the Institute of Medical Science, the University of Tokyo. 4-6-1 Shirokanedai, Minato-ku, Tokyo 108-8639, Japan.""",2013,Japan,university
666,24196962,"""From Cardiff University School of Medicine, Heath Park, Cardiff CF14 4XN.""",2014,United Kingdom,university
667,23978718,"""Department of Medicine II, University of Freiburg, Freiburg, Germany; Faculty of Biology, University of Freiburg, Freiburg, Germany.""",2014,Germany,university
668,23978718,"""Ragon Institute of MGH, MIT and Harvard, Charlestown, MA, USA.""",2014,United States,institute
669,23978718,"""Instituto de Salud Carlos III, Majadahonda, Madrid, Spain.""",2014,Spain,institute
670,23978718,"""School of Anatomy, Physiology and Human Biology, University of Western Australia, Perth, Australia; Institute of Immunology and Infectious Disease, Murdoch University, Perth, Western Australia, Australia.""",2014,Australia,university
671,23978718,"""Department of Medicine II, University of Freiburg, Freiburg, Germany.""",2014,Germany,university
672,23978718,"""La Jolla Institute for Allergy and Immunology, La Jolla, CA, USA.""",2014,United States,institute
673,23978718,"""Department of Infectious Diseases, Bern University Hospital and University of Bern, Switzerland.""",2014,Switzerland,hospital
674,23978718,"""Transfusion Medicine, HLA-Laboratory, University Hospital Hamburg-Eppendorf, Hamburg, Germany.""",2014,Germany,hospital
675,23978718,"""Institute of Virology, University Hospital, University of Duisburg-Essen, Essen, Germany.""",2014,Germany,hospital
676,23978718,"""Department of Medicine II, University of Freiburg, Freiburg, Germany. Electronic address: christoph.neumann-haefelin@uniklinik-freiburg.de.""",2014,Germany,university
677,23978718,"""Division of Infectious Diseases, MGH, Boston, MA, USA.""",2014,United States,private
678,23978718,"""Department of Medicine I, J.W. Goethe University Hospital, Frankfurt, Germany.""",2014,Germany,hospital
679,22544926,"""Department of Biomedicine, University of Basel, CH-4031 Basel, Switzerland.""",2012,Switzerland,university
680,20375220,"""Australian Centre for Vaccine Development and Tumour Immunology Laboratory, Division of Immunology, Queensland Institute of Medical Research, Brisbane, Australia.""",2010,Australia,institute
681,20375220,"""School of Medicine, University of Queensland, Brisbane, Australia.""",2010,Australia,university
682,20375220,"""Department of Immunobiology and BIO5 Institute, University of Arizona, Tucson, AZ, USA.""",2010,United States,university
683,23475216,"""Department of Hematology, Leiden University Medical Center, 2300 RC Leiden, The Netherlands. p.hombrink@lumc.nl""",2013,Netherlands,university
684,24338476,"""From the Dipartimento di Bioscienze, Universit\xc3\xa0 di Milano, Via Celoria 26, 20133 Milano, Italy.""",2014,Italy,university
685,17697703,"""Institute of Biomedical Sciences, Academia Sinica, Taipei, Taiwan.""",2007,Taiwan,institute
686,16115862,"""Centro de Biolog\xc3\xada Molecular Severo Ochoa, Consejo Superior de Investigaciones Cient\xc3\xadficas and Universidad Aut\xc3\xb3noma de Madrid, Facultad de Ciencias, Universidad Aut\xc3\xb3noma, 28049 Madrid, Spain.""",2005,Spain,university
687,24509977,"""1] Department of Biochemistry &amp; Molecular Biology, School of Biomedical Sciences, Monash University, Clayton 3800 VIC Australia [2] Institute of Infection and Immunity, Cardiff University, School of Medicine, Heath Park, Cardiff CF14 4XN, UK.""",2014,United Kingdom,university
688,24509977,"""Department of Microbiology and Immunology, The University of Melbourne, Parkville 3010 VIC Australia.""",2014,Australia,university
689,24509977,"""Renal Transplant Unit, Princess Alexandra Hospital, Brisbane 4102 QLD Australia.""",2014,Australia,hospital
690,24509977,"""Department of Biochemistry &amp; Molecular Biology, School of Biomedical Sciences, Monash University, Clayton 3800 VIC Australia.""",2014,Australia,university
691,24509977,"""1] QIMR Berghofer Medical Research Institute, Centre for Immunotherapy and Vaccine Development, Brisbane 4029 QLD Australia [2] Institute of Infection and Immunity, Cardiff University, School of Medicine, Heath Park, Cardiff CF14 4XN, UK.""",2014,United Kingdom,university
692,24509977,"""Department of Thoracic Medicine, The Prince Charles Hospital, Brisbane 4032 QLD Australia.""",2014,Australia,hospital
693,24509977,"""1] Queensland Lung Transplant Service The Prince Charles Hospital, Brisbane 4032 QLD Australia [2] School of Medicine, The University of Queensland Herston 4006 QLD Australia.""",2014,Australia,hospital
694,24509977,"""QIMR Berghofer Medical Research Institute, Centre for Immunotherapy and Vaccine Development, Brisbane 4029 QLD Australia.""",2014,Australia,institute
695,10958351,"""Molecular Immunology Group, Institute of Molecular Medicine, Oxford, United Kingdom. pkrausa@forensica.com""",2000,United Kingdom,institute
696,10501844,"""Eberhard-Karls-Universit\xc3\xa4t T\xc3\xbcbingen, Interfakult\xc3\xa4res Institut f\xc3\xbcr Zellbiologie, Abteilung Immunologie, Auf der Morgenstelle 15, D-72076 T\xc3\xbcbingen, Germany.""",1999,Germany,university
697,24366607,"""Proteomics Unit, Centro Nacional de Biotecnolog\xc3\xada (CSIC), 28049 Madrid, Spain;""",2014,Spain,private
698,24352655,"""From the Centro de Biolog\xc3\xada Molecular Severo Ochoa (Consejo Superior de Investigaciones Cient\xc3\xadficas and Universidad Aut\xc3\xb3noma), 28049 Madrid, Spain.""",2014,Spain,university
699,21900169,"""Pfizer Inc., Vaccine Research West, 10777 Science Center Drive, San Diego, CA 92121, USA. maya.kotturi@pfizer.com""",2011,United States,private
700,24397554,"""Department of Biochemistry and Molecular Biology, Monash University, Clayton, 3800, Victoria, Australia.""",2014,Australia,university
701,24395804,"""Department of Microbiology and Immunology, The University of Melbourne, at the Peter Doherty Institute for Infection and Immunity, Victoria, 3010, Australia.""",2014,Australia,university
702,24550293,"""Singapore Immunology Network, Agency for Science, Technology and Research, Singapore 138648.""",2014,Singapore,private
703,22009320,"""Institute for Transfusion Medicine, Hannover Medical School, Carl-Neuberg-Str. 1, 30625, Hannover, Germany.""",2012,Germany,university
704,15944288,"""Centro de Biolog\xc3\xada Molecular Severo Ochoa (Consejo Superior de Investigaciones Cient\xc3\xadficas and Universidad Aut\xc3\xb3noma de Madrid), Facultad de Ciencias, Universidad Aut\xc3\xb3noma, Madrid, Spain.""",2005,Spain,university
705,20212169,"""The Protein Crystallography Unit, Department of Biochemistry and Molecular Biology, School of Biomedical Sciences, Monash University, Victoria 3800, Australia.""",2010,Australia,university
706,20566715,"""The Protein Crystallography Unit, Department of Biochemistry and Molecular Biology, Monash University, Clayton, Victoria 3800, Australia.""",2010,Australia,university
707,24709642,"""New Opportunities Unit, Pfizer Global Research and Development, Sandwich, Kent, CT13 -9NJ, UK. tansi.khodai@googlemail.com.""",2013,United Kingdom,private
708,24709642,"""Biotherapeutics and Translational Research, Pharmacokinetics, Dynamics &amp; Metabolism, Pfizer Global Research and Development, Sandwich, Kent, CT13-9NJ, UK. tim.j.townend@gsk.com.""",2013,United Kingdom,private
709,24709642,"""Biotherapeutics and Translational Research, Pharmacokinetics, Dynamics &amp; Metabolism, Pfizer Global Research and Development, Sandwich, Kent, CT13-9NJ, UK. rob.webster@pfizer.com.""",2013,United Kingdom,private
710,24709642,"""Vaccine Research Unit, Pfizer Global Research and Development, Sandwich, Kent, CT13-9NJ, UK. paul.cockle@pfizer.com.""",2013,United Kingdom,private
711,24709642,"""New Opportunities Unit, Pfizer Global Research and Development, Sandwich, Kent, CT13 -9NJ, UK. h.h.bright@btinternet.com.""",2013,United Kingdom,private
712,24709642,"""Biotherapeutics and Translational Research, Pharmacokinetics, Dynamics &amp; Metabolism, Pfizer Global Research and Development, Sandwich, Kent, CT13-9NJ, UK. Rebecca.Platt@Covance.com.""",2013,United Kingdom,private
713,24709642,"""Biotherapeutics and Translational Research, Pharmacokinetics, Dynamics &amp; Metabolism, Pfizer Global Research and Development, Sandwich, Kent, CT13-9NJ, UK. Luis.Perez@ablynx.com.""",2013,United Kingdom,private
714,24709642,"""Vaccine Research Unit, Pfizer Global Research and Development, Sandwich, Kent, CT13-9NJ, UK. brian.champion@pfizer.com.""",2013,United Kingdom,private
715,24709642,"""Biotherapeutics and Translational Research, Pharmacokinetics, Dynamics &amp; Metabolism, Pfizer Global Research and Development, Sandwich, Kent, CT13-9NJ, UK. fareed.mirza@novartis.com.""",2013,United Kingdom,private
716,24709642,"""Biotherapeutics and Translational Research, Pharmacokinetics, Dynamics &amp; Metabolism, Pfizer Global Research and Development, Sandwich, Kent, CT13-9NJ, UK. timothy.hickling@pfizer.com.""",2013,United Kingdom,private
717,24714562,"""1] Institute for Research in Immunology and Cancer, Universit\xc3\xa9 de Montr\xc3\xa9al, P.O. Box 6128, Downtown Station, Montreal, Quebec, Canada H3C 3J7 [2] Department of Chemistry, Universit\xc3\xa9 de Montr\xc3\xa9al, P.O. Box 6128, Downtown Station, Montreal, Quebec, Canada H3C 3J7.""",2014,Canada,university
718,24714562,"""1] Institute for Research in Immunology and Cancer, Universit\xc3\xa9 de Montr\xc3\xa9al, P.O. Box 6128, Downtown Station, Montreal, Quebec, Canada H3C 3J7 [2] Department of Informatics and Operational Research, Universit\xc3\xa9 de Montr\xc3\xa9al, P.O. Box 6128, Downtown Station, Montreal, Quebec, Canada H3C 3J7 [3].""",2014,Canada,university
719,24714562,"""Institute for Research in Immunology and Cancer, Universit\xc3\xa9 de Montr\xc3\xa9al, P.O. Box 6128, Downtown Station, Montreal, Quebec, Canada H3C 3J7.""",2014,Canada,university
720,24714562,"""1] Institute for Research in Immunology and Cancer, Universit\xc3\xa9 de Montr\xc3\xa9al, P.O. Box 6128, Downtown Station, Montreal, Quebec, Canada H3C 3J7 [2] Department of Informatics and Operational Research, Universit\xc3\xa9 de Montr\xc3\xa9al, P.O. Box 6128, Downtown Station, Montreal, Quebec, Canada H3C 3J7.""",2014,Canada,university
721,24714562,"""1] Institute for Research in Immunology and Cancer, Universit\xc3\xa9 de Montr\xc3\xa9al, P.O. Box 6128, Downtown Station, Montreal, Quebec, Canada H3C 3J7 [2] Department of Medicine, Universit\xc3\xa9 de Montr\xc3\xa9al, P.O. Box 6128, Downtown Station, Montreal, Quebec, Canada H3C 3J7 [3].""",2014,Canada,university
722,24714562,"""1] Institute for Research in Immunology and Cancer, Universit\xc3\xa9 de Montr\xc3\xa9al, P.O. Box 6128, Downtown Station, Montreal, Quebec, Canada H3C 3J7 [2] Department of Chemistry, Universit\xc3\xa9 de Montr\xc3\xa9al, P.O. Box 6128, Downtown Station, Montreal, Quebec, Canada H3C 3J7 [3].""",2014,Canada,university
723,24714562,"""1] Institute for Research in Immunology and Cancer, Universit\xc3\xa9 de Montr\xc3\xa9al, P.O. Box 6128, Downtown Station, Montreal, Quebec, Canada H3C 3J7 [2] Department of Medicine, Universit\xc3\xa9 de Montr\xc3\xa9al, P.O. Box 6128, Downtown Station, Montreal, Quebec, Canada H3C 3J7.""",2014,Canada,university
724,18301755,"""Laboratories of Experimental Immunology, University of Copenhagen, Copenhagen, Denmark.""",2008,Denmark,university
725,24733843,"""School of Kinesiology and Health Science, York University, Toronto, Ontario M3J 1P3, Canada;""",2014,Canada,university
726,24721533,"""Department of Medicine, Rhode Island Hospital and the Warren Alpert Medical School of Brown University, 432 Pierre M. Galletti Building, 55 Claverick Street, Providence, RI 02903, United States. Electronic address: sgregory@lifespan.org.""",2014,United States,hospital
727,24721533,"""EpiVax, Inc., Providence, RI, United States.""",2014,United States,private
728,24721533,"""EpiVax, Inc., Providence, RI, United States; Institute for Immunology and Informatics, University of Rhode Island, Providence, RI, United States.""",2014,United States,university
729,24721533,"""Department of Medicine, Rhode Island Hospital and the Warren Alpert Medical School of Brown University, 432 Pierre M. Galletti Building, 55 Claverick Street, Providence, RI 02903, United States.""",2014,United States,hospital
730,24582729,"""Department of Hematology and Hematopoietic Cell Transplantation, United States.""",2014,United States,university
731,24582729,"""Division of Translational Vaccine Research, City of Hope Comprehensive Cancer Center and Beckman Research Institute of the City of Hope, Duarte, CA, United States.""",2014,United States,institute
732,24582729,"""Department of Hematology and Hematopoietic Cell Transplantation, United States. Electronic address: rnakamura@coh.org.""",2014,United States,university
733,24600035,"""Cardiff University School of Medicine, Heath Park CF14 4XN, United Kingdom;""",2014,United Kingdom,university
734,24563253,"""Cancer and Inflammation Program, Center for Cancer Research, National Cancer Institute, Frederick, MD 21702;""",2014,Moldova,institute
735,24813999,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, PR China. Electronic address: tienpo@sun.im.ac.cn.""",2014,China,institute
736,24813999,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, PR China; University of the Chinese Academy of Sciences, Beijing 100049, PR China.""",2014,China,university
737,24813999,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, PR China.""",2014,China,institute
738,24813999,"""Beijing YouAn Hospital, Capital Medical University, Beijing 100069, PR China.""",2014,China,hospital
739,8258157,"""Department of Microbiology, College of Physicians and Surgeons, Columbia University, New York, New York 10032.""",1993,United States,university
740,24675761,"""Departments of Pediatrics, Medicine and Pathology, University of Colorado Anschutz Medical Campus, Aurora, Colorado, United States of America.""",2014,United States,university
741,24675761,"""Hope Clinic of the Emory Vaccine Center, Emory University School of Medicine, Atlanta, Georgia, United States of America; Division of Infectious Diseases School of Medicine, Emory University School of Medicine, Atlanta, Georgia, United States of America.""",2014,Georgia,university
742,24675761,"""Emory Vaccine Center, Emory University School of Medicine, Atlanta, Georgia, United States of America; Department of Microbiology and Immunology, Emory University School of Medicine, Atlanta, Georgia, United States of America.""",2014,Georgia,university
743,24675761,"""Cancer and Inflammation Program, Laboratory for Experimental Immunology, SAIC Frederick, Inc., Frederick National Laboratory for Cancer Research, Frederick, Maryland, United States of America; Ragon Institute of MGH, MIT and Harvard, Cambridge, Massachusetts, United States of America.""",2014,United States,institute
744,24675761,"""Emory Vaccine Center, Emory University School of Medicine, Atlanta, Georgia, United States of America.""",2014,Georgia,university
745,24675761,"""Division of Infectious Diseases School of Medicine, Emory University School of Medicine, Atlanta, Georgia, United States of America.""",2014,Georgia,university
746,24675761,"""Division of Vaccine Discovery, La Jolla Institute for Allergy and Immunology, La Jolla, California, United States of America.""",2014,United States,institute
747,24675761,"""Emory Vaccine Center, Emory University School of Medicine, Atlanta, Georgia, United States of America; Department of Microbiology and Immunology, Emory University School of Medicine, Atlanta, Georgia, United States of America; Centre for Respiratory Infection, National Heart and Lung Institute, Imperial College London, London, United Kingdom.""",2014,Georgia,university
748,24886641,"""Division of Infectious Diseases, Advanced Clinical Research Center, the Institute of Medical Science, the University of Tokyo, 4-6-1 Shirokanedai, Minato-ku, Tokyo 108-8639, Japan. aikichi@ra3.so-net.ne.jp.""",2014,Japan,university
749,24759101,"""QIMR Berghofer Medical Research Institute and QIMR Berghofer Centre for Immunotherapy and Vaccine Development, Brisbane, Queensland 4006, Australia.""",2014,Australia,institute
750,24759101,"""From the Department of Biochemistry and Molecular Biology, School of Biomedical Sciences, Monash University, Clayton, Melbourne 3800, Australia.""",2014,Australia,university
751,24759101,"""Department of Microbiology and Immunology, Peter Doherty Institute for Infection and Immunity, University of Melbourne, Parkville, Victoria 3010, Australia.""",2014,Australia,university
752,24759101,"""From the Department of Biochemistry and Molecular Biology, School of Biomedical Sciences, Monash University, Clayton, Melbourne 3800, Australia, Australian Research Council Centre of Excellence in Advanced Molecular Imaging, Monash University, Clayton, Victoria 3800, Australia stephanie.gras@monash.edu.""",2014,Australia,university
753,24759101,"""From the Department of Biochemistry and Molecular Biology, School of Biomedical Sciences, Monash University, Clayton, Melbourne 3800, Australia, Institute of Infection and Immunity, Cardiff University School of Medicine, Heath Park, Cardiff, CF14 4XN Wales, United Kingdom, and Australian Research Council Centre of Excellence in Advanced Molecular Imaging, Monash University, Clayton, Victoria 3800, Australia jamie.rossjohn@monash.edu.""",2014,Australia,university
754,11929585,"""Centro de Biolog\xc3\xada Molecular Severo Ochoa (C.S.I.C.-U.A.M.), Universidad Aut\xc3\xb3noma de Madrid, Facultad de Ciencias, Cantoblanco, 28049 Madrid, Spain.""",2001,Spain,university
755,24971174,"""Celldex Therapeutics, Hampton, NJ 08827, USA.""",2014,United States,private
756,24971174,"""Baylor College of Medicine, Houston, TX 77030, USA.""",2014,United States,university
757,24971174,"""Immunotope, Inc., Doylestown, PA 18902, USA.""",2014,United States,private
758,24694533,"""Division of Antibody Project, Institute for Comprehensive Medical Science, Fujita Health University, Toyoake, Japan.""",2014,Japan,university
759,24694533,"""1] Department of Hematology, School of Medicine, Fujita Health University, Toyoake, Japan [2] Division of Immunology, Aichi Cancer Center Research Center, Nagoya, Japan.""",2014,Japan,university
760,24694533,"""HLA Foundation Laboratory, Kyoto, Japan.""",2014,Japan,private
761,24694533,"""Laboratory of Molecular Biology and Histochemistry, Fujita Health University Joint Research Laboratory, Toyoake, Japan.""",2014,Japan,university
762,24694533,"""Department of Hematology, School of Medicine, Fujita Health University, Toyoake, Japan.""",2014,Japan,university
763,24694533,"""Department of Immunogenetics, Graduate School of Medical Sciences, Kumamoto University, Kumamoto, Japan.""",2014,Japan,university
764,24694533,"""Division of Immunology, Aichi Cancer Center Research Center, Nagoya, Japan.""",2014,Japan,institute
765,24760079,"""Laboratory of Experimental Immunology, Faculty of Health Sciences, University of Copenhagen, Copenhagen, Denmark; The Allogeneic Hematopoietic Cell Transplantation Laboratory, Department of Hematology, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark.""",2014,Denmark,hospital
766,24760079,"""Laboratory of Experimental Immunology, Faculty of Health Sciences, University of Copenhagen, Copenhagen, Denmark.""",2014,Denmark,university
767,24760079,"""Center for Biological Sequence Analysis, Department of Systems Biology, Technical University of Denmark, Lyngby, Denmark and Instituto de Investigaciones Biotecnol\xc3\xb3gicas, Universidad de San Mart\xc3\xadn, San Mart\xc3\xadn, Buenos Aires, Argentina.""",2014,Argentina,university
768,24760079,"""The Allogeneic Hematopoietic Cell Transplantation Laboratory, Department of Hematology, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark.""",2014,Denmark,hospital
769,24760079,"""Department of Clinical Microbiology, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark.""",2014,Denmark,hospital
770,24760079,"""Department of Clinical Immunology, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark.""",2014,Denmark,hospital
771,24829406,"""National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Beijing 102206, China; and.""",2014,China,institute
772,24829406,"""School of Life Sciences, University of Science and Technology of China, Hefei 230027, China; CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, China;""",2014,China,university
773,24829406,"""School of Life Sciences, University of Science and Technology of China, Hefei 230027, China; CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, China; National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Beijing 102206, China; and Research Network of Immunity and Health, Beijing Institutes of Life Science, Chinese Academy of Sciences, Beijing 100101, China gaof@im.ac.cn.""",2014,China,university
774,24829406,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, China; Research Network of Immunity and Health, Beijing Institutes of Life Science, Chinese Academy of Sciences, Beijing 100101, China.""",2014,China,institute
775,24829406,"""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, China;""",2014,China,institute
776,24990997,"""Department of Microbiology, National University of Singapore, Singapore Immunology Programme, National University of Singapore, Singapore.""",2014,Singapore,university
777,24990997,"""Singapore Immunology Network, A*STAR, Singapore.""",2014,Singapore,private
778,24990997,"""Department of Microbiology, National University of Singapore, Singapore Department of Biological Sciences, National University of Singapore, Singapore Immunology Programme, National University of Singapore, Singapore grotenbreg@nus.edu.sg ren_ee_chee@immunol.a-star.edu.sg.""",2014,Singapore,university
779,24990997,"""Department of Microbiology, National University of Singapore, Singapore Singapore Immunology Network, A*STAR, Singapore grotenbreg@nus.edu.sg ren_ee_chee@immunol.a-star.edu.sg.""",2014,Singapore,university
780,8946687,"""Department of Structural Biology, Stanford University, California, USA.""",1996,United States,university
781,9027961,"""Centro de Biologia Molecular Severo Ochoa (C.S.I.C.-U.A.M.), Universidad Aut\xc3\xb3noma de Madrid, Facultad de Ciencias, Spain.""",1997,Spain,university
782,25102056,"""Faculty of Dentistry, McGill University, Montreal, Quebec, Canada.""",2014,Canada,university
783,25102056,"""School of Dentistry and Jonsson Comprehensive Cancer Center, University of California Los Angeles, Los Angeles, California, United States of America.""",2014,United States,university
